user_id,item_id,rating
185,79,0
114,66,0
61,64,0
199,58,1
298,33,1
290,26,0
307,0,1
94,94,0
37,19,1
159,60,1
300,22,1
96,50,0
250,23,1
259,82,1
24,44,1
58,52,1
289,32,1
41,88,1
19,74,0
59,89,1
242,6,0
224,61,1
290,33,1
10,24,1
161,8,1
144,70,0
31,76,0
215,33,1
165,84,1
249,93,1
270,30,1
159,40,1
264,26,1
41,20,1
167,34,1
57,33,1
43,51,1
71,51,1
40,66,0
223,63,0
81,31,0
292,90,0
304,89,1
83,87,0
298,24,0
159,31,1
98,67,0
258,25,1
84,89,0
212,69,1
89,22,1
154,83,0
67,25,1
304,25,0
43,76,1
98,16,1
12,22,1
25,65,0
118,84,1
212,38,1
275,82,0
37,84,1
129,57,1
14,87,0
291,40,1
231,92,1
250,99,0
304,90,1
160,54,1
96,59,1
82,60,1
193,44,0
268,29,1
302,13,1
90,83,0
199,81,1
228,84,0
177,95,1
91,38,1
249,1,1
13,22,0
118,61,1
65,65,1
232,54,1
300,11,1
306,18,1
37,35,1
285,32,1
192,20,0
291,4,1
274,22,1
218,17,0
122,89,0
118,58,1
221,26,1
301,82,0
300,16,1
144,61,1
41,94,0
15,12,1
94,31,0
153,86,1
144,6,0
186,12,1
127,55,1
183,35,0
22,83,0
300,49,0
81,46,0
12,11,1
285,61,0
143,18,0
190,79,1
199,20,1
15,53,1
60,97,0
221,34,0
206,65,1
176,85,1
190,73,1
42,83,0
196,20,1
93,66,1
271,5,1
133,73,0
103,25,0
274,87,0
12,48,1
235,15,0
262,41,1
243,48,0
150,53,1
221,21,1
292,31,1
212,39,1
22,52,0
127,6,1
238,11,1
249,62,1
286,0,1
215,59,0
202,90,1
212,41,1
285,74,1
98,24,0
294,50,1
136,33,1
110,84,1
186,56,1
213,95,1
284,49,1
220,91,1
71,45,1
24,86,1
289,10,1
263,76,0
186,31,1
62,75,0
234,47,1
53,98,1
91,37,1
306,40,1
150,41,0
44,8,1
307,89,1
108,2,0
243,66,1
89,75,0
156,8,0
304,15,0
20,58,0
230,44,1
287,30,0
58,98,0
55,27,1
61,5,1
151,78,0
268,7,0
229,98,1
55,94,0
9,1,1
268,60,0
5,22,1
297,44,1
77,83,0
9,23,1
244,44,1
106,85,0
275,14,1
188,11,1
55,15,1
0,54,1
172,75,1
177,98,0
96,58,1
108,29,0
116,67,1
263,96,1
255,29,1
7,7,1
221,39,1
164,57,1
180,27,1
199,4,1
89,8,1
207,57,1
262,20,1
133,83,1
48,79,1
285,35,1
233,81,1
222,84,0
14,8,0
273,87,1
289,36,1
247,60,1
275,12,1
262,95,1
292,88,0
275,44,1
266,27,0
125,76,0
261,9,0
28,63,0
36,74,1
140,63,0
101,14,0
76,38,0
89,65,0
223,13,1
206,81,1
86,17,1
193,38,0
107,23,1
53,79,1
89,7,1
285,86,1
13,68,1
310,42,0
91,27,1
180,87,1
243,46,1
0,66,1
269,8,1
253,27,0
187,32,1
275,76,1
68,67,1
57,3,1
172,84,1
15,50,1
58,83,1
78,10,1
234,14,1
283,82,0
302,36,1
103,78,0
253,86,0
108,91,0
5,78,0
35,99,1
110,78,1
24,58,1
269,22,1
67,61,1
5,65,0
88,57,1
149,44,1
125,63,0
143,98,1
222,4,0
274,48,0
67,98,0
194,69,1
291,3,1
71,95,1
84,59,0
23,12,1
81,11,0
160,81,0
225,11,1
15,2,1
179,54,0
144,11,1
83,98,0
312,25,1
147,0,1
296,18,1
93,57,0
238,50,1
279,0,1
0,25,0
197,65,1
5,13,0
295,59,1
216,45,0
238,60,0
229,38,1
61,45,1
197,60,0
64,28,1
89,5,1
310,22,1
55,58,1
209,55,1
238,3,1
83,27,1
274,66,1
310,3,1
243,38,1
197,26,0
25,28,1
123,93,0
23,49,1
12,44,1
1,10,1
143,28,1
71,60,1
184,57,1
56,16,1
252,21,1
283,68,1
120,43,0
108,21,0
296,70,1
296,60,0
249,55,0
7,10,1
174,29,1
82,56,1
152,40,0
61,79,0
278,37,1
82,21,1
62,23,1
84,8,0
41,22,1
273,10,1
183,22,1
295,58,1
68,89,0
71,52,1
127,45,1
284,68,1
219,85,0
209,14,1
74,61,0
296,8,1
213,25,1
276,64,0
24,64,1
65,44,1
261,40,0
205,79,1
221,7,1
313,9,1
43,65,1
15,18,0
247,25,1
124,81,1
290,6,1
238,20,1
135,18,1
222,88,0
81,50,1
22,65,1
307,40,1
187,61,0
233,22,1
311,23,1
261,12,1
160,37,0
249,52,1
60,83,0
43,6,1
189,25,1
93,40,1
116,44,1
193,49,1
187,20,1
57,39,1
247,64,0
150,5,1
109,95,0
304,92,1
140,65,1
311,35,0
0,58,1
205,83,0
13,40,1
278,18,1
17,54,0
86,56,1
180,84,0
233,59,0
65,0,0
215,40,1
4,0,1
275,86,1
238,91,1
129,60,1
263,14,1
207,53,1
2,63,0
209,21,1
304,16,0
206,8,1
108,0,1
14,58,0
151,24,1
196,79,0
226,10,1
84,72,0
180,0,0
278,20,1
17,45,1
275,95,1
176,13,0
270,11,0
273,99,1
198,67,1
37,36,1
103,77,0
74,94,0
116,6,1
215,52,1
202,72,0
12,51,0
143,35,1
99,67,0
93,90,1
120,25,0
211,43,0
183,49,1
312,7,0
12,27,1
61,74,0
279,29,1
36,25,1
21,65,1
69,17,1
4,22,0
307,19,1
294,38,1
236,49,1
289,30,0
223,97,0
64,23,0
284,34,1
71,9,1
114,2,1
94,0,1
104,67,1
71,89,1
44,26,1
278,33,1
144,7,1
70,18,1
181,13,1
213,79,1
101,82,0
194,84,1
108,65,1
281,74,1
251,77,1
303,61,1
289,95,0
27,16,1
264,90,1
82,17,1
86,52,1
160,22,1
69,56,1
50,45,0
91,41,1
203,57,1
91,43,1
42,55,1
196,77,1
293,72,0
314,69,0
65,1,0
100,58,0
143,45,0
177,71,0
89,63,0
310,32,0
83,99,1
315,22,1
24,8,1
286,76,1
86,3,1
43,19,1
91,57,0
183,36,0
164,74,0
194,77,0
117,91,1
141,17,1
98,10,1
213,70,0
15,11,1
292,30,1
61,30,1
239,80,1
101,36,0
82,78,0
290,1,1
311,9,1
290,14,1
55,38,1
64,52,1
31,34,0
223,49,1
214,88,1
153,75,0
304,4,0
275,69,1
197,1,1
188,53,1
72,11,1
119,94,0
100,90,0
103,1,0
255,8,1
274,13,0
41,41,0
261,27,0
91,6,0
80,98,0
18,96,0
78,23,1
233,30,1
304,10,1
222,2,0
200,13,0
216,33,1
116,34,1
90,9,1
63,41,1
61,24,0
302,41,1
288,72,0
24,65,1
17,93,1
261,95,0
94,38,1
276,72,1
209,86,1
214,53,1
268,3,1
41,51,1
292,16,0
100,87,1
262,53,1
278,16,0
137,93,1
216,1,1
175,65,1
48,1,1
262,25,0
195,96,1
133,80,1
57,23,1
6,59,1
159,11,1
102,29,1
267,0,0
296,45,0
314,47,1
22,38,1
320,93,1
6,34,1
177,97,0
83,5,1
93,37,1
189,79,1
111,75,1
198,65,1
300,54,1
293,29,1
102,27,0
159,25,1
5,86,1
57,67,1
306,66,0
136,77,1
163,25,1
212,76,0
231,53,1
127,59,0
150,18,1
247,91,1
202,44,1
197,23,0
126,76,1
176,11,1
56,9,1
269,21,1
158,29,1
229,54,1
177,72,0
318,80,1
292,93,1
20,22,1
313,19,1
311,27,0
61,65,1
76,51,1
98,98,1
292,99,0
261,42,1
252,57,1
107,10,1
270,24,1
313,71,0
312,20,1
214,33,1
209,36,1
200,16,1
183,44,1
184,68,1
215,13,1
15,90,0
27,19,0
290,90,1
96,18,1
93,3,1
59,58,1
322,64,0
139,67,1
66,12,1
58,73,0
193,60,0
56,55,1
200,53,1
67,1,0
210,29,1
197,31,1
11,77,1
237,24,1
39,67,1
41,47,1
257,74,0
147,14,1
183,15,1
173,61,1
274,39,0
229,60,1
72,86,1
82,26,0
129,63,0
243,18,1
292,74,0
115,1,0
51,19,1
207,54,1
25,8,0
14,97,0
98,44,1
55,52,0
227,91,0
42,34,1
9,75,1
245,17,0
193,61,0
193,17,0
286,64,1
289,17,1
261,20,1
275,43,1
295,65,1
41,13,1
62,10,1
310,38,1
6,29,1
233,36,0
5,32,0
5,70,1
268,17,0
68,77,0
285,65,1
12,75,0
183,23,1
0,12,1
141,44,1
68,40,1
194,66,1
6,52,1
174,20,0
317,64,1
319,25,1
235,66,0
90,89,1
274,65,0
93,18,0
220,13,1
98,45,1
174,15,1
325,7,1
161,44,1
5,76,0
206,27,0
58,14,0
172,73,1
212,5,1
130,23,1
222,81,1
21,16,1
136,94,1
291,84,0
248,4,1
196,76,1
298,48,0
114,29,1
216,7,1
62,58,0
110,80,1
58,93,1
302,79,1
55,13,1
91,75,0
12,33,1
14,29,0
180,79,0
235,80,1
291,51,1
15,49,1
302,83,0
279,55,0
300,40,1
96,22,1
188,0,1
233,10,1
293,58,1
150,48,1
52,40,1
122,31,1
235,73,1
200,80,1
173,90,1
150,6,1
58,5,1
3,86,1
245,2,0
254,97,0
271,29,1
103,68,1
96,10,1
149,27,0
12,21,1
243,1,1
27,22,1
258,68,0
27,39,0
297,2,1
150,56,1
76,62,1
200,87,1
312,49,1
213,34,1
6,9,1
40,9,1
116,10,1
200,25,0
220,55,1
261,4,1
301,83,0
197,42,1
98,37,1
228,80,0
172,83,1
155,71,0
294,92,1
42,12,1
88,53,1
6,35,1
69,10,1
311,59,0
101,87,0
310,43,1
266,62,1
91,16,1
98,55,1
221,31,1
319,76,1
267,31,1
286,4,1
304,48,1
302,99,0
144,46,1
310,9,1
24,59,1
47,40,1
285,1,1
190,78,1
286,11,1
95,35,1
149,23,0
92,6,1
317,10,0
212,90,0
177,60,1
194,93,1
53,67,1
101,77,0
60,84,1
306,23,0
302,45,1
144,0,0
108,23,1
266,88,0
144,10,1
233,15,0
243,57,1
123,10,0
136,61,1
252,10,1
247,40,0
326,49,1
296,73,1
294,34,1
274,41,1
146,65,1
68,5,1
41,27,1
153,79,1
312,15,1
93,48,1
319,54,1
203,38,0
84,22,1
221,83,0
287,29,1
115,47,0
94,40,1
175,76,0
156,87,0
238,55,0
250,33,1
137,27,1
29,17,1
301,63,0
291,71,1
270,4,1
310,95,1
287,52,1
15,33,1
298,62,1
306,39,1
123,4,1
306,65,1
27,1,1
115,78,0
43,11,0
129,36,1
327,3,1
161,98,1
127,16,1
194,48,0
94,32,1
221,35,1
206,22,1
285,34,1
6,40,1
139,78,0
289,58,1
176,16,1
64,54,1
310,44,1
76,37,1
116,87,1
247,29,1
4,88,1
253,73,0
288,1,1
240,76,0
220,67,1
300,93,1
317,12,1
177,28,1
137,34,1
221,38,1
275,78,1
304,6,0
205,63,0
124,39,1
127,32,1
64,11,0
322,25,0
196,41,1
276,69,1
175,74,0
98,94,1
325,48,1
25,6,1
6,45,1
120,87,0
275,4,1
221,56,1
229,56,1
164,65,1
160,40,0
108,18,1
194,44,1
76,28,0
73,74,0
210,77,0
157,0,1
0,59,1
41,32,1
306,15,1
295,73,1
216,17,1
313,3,1
248,16,1
67,26,0
214,34,1
304,62,0
101,26,0
19,4,0
19,41,0
221,8,0
143,80,1
157,95,1
302,42,1
161,27,1
270,7,1
177,27,1
75,31,1
74,27,1
43,40,1
216,51,1
245,27,1
300,38,1
154,99,0
273,74,1
262,85,0
144,38,1
187,49,0
118,80,1
36,46,1
310,14,1
55,50,1
114,59,1
233,34,0
270,27,0
48,62,1
59,16,1
0,27,1
165,82,1
252,46,1
260,25,1
321,53,1
111,99,0
169,63,1
293,74,1
25,64,0
25,1,0
317,55,1
229,62,0
197,43,0
179,16,0
100,72,0
66,0,0
58,62,1
0,30,1
101,80,0
21,39,1
329,4,1
5,43,1
214,50,1
290,69,0
94,92,0
260,76,1
90,38,1
124,92,1
236,23,1
150,8,1
270,2,1
112,76,1
109,78,0
287,98,0
193,52,0
15,37,1
13,86,0
270,10,1
73,3,1
232,86,1
263,91,1
204,97,0
129,95,1
12,69,0
108,51,1
182,20,0
296,57,1
178,65,1
0,22,1
278,40,1
26,98,0
81,6,0
243,62,1
209,31,1
261,65,1
0,48,1
62,61,0
296,54,0
81,57,1
86,31,1
330,1,1
314,2,0
285,96,0
231,2,0
231,0,1
314,22,1
327,95,0
92,58,1
37,57,1
23,35,1
221,13,1
222,82,1
312,63,0
68,65,1
209,20,1
212,33,1
253,10,1
326,56,0
328,23,1
85,65,1
9,96,1
