0,1,2
0.09166666666666666,0.9079166666666667,0.0004166666666666667
0.7977777777777778,0.2,0.0022222222222222222
0.12,0.88,0.0
0.11571428571428571,0.8842857142857142,0.0
0.783,0.212,0.005
0.85375,0.141875,0.004375
0.9076666666666666,0.09,0.0023333333333333335
0.9069230769230769,0.09230769230769231,0.0007692307692307692
0.016666666666666666,0.9833333333333333,0.0
0.8280952380952381,0.1676190476190476,0.004285714285714286
0.7377777777777778,0.2611111111111111,0.0011111111111111111
0.08363636363636363,0.9163636363636364,0.0
0.9329166666666666,0.06583333333333333,0.00125
0.8775,0.11916666666666667,0.0033333333333333335
0.9325,0.06625,0.00125
0.08518518518518518,0.914074074074074,0.0007407407407407407
0.78,0.216,0.004
0.762,0.23333333333333334,0.004666666666666667
0.85,0.15,0.0
0.81,0.17142857142857143,0.018571428571428572
0.15222222222222223,0.8477777777777777,0.0
0.125,0.8741666666666666,0.0008333333333333334
0.7575,0.235,0.0075
0.09894736842105263,0.8994736842105263,0.0015789473684210526
0.8070588235294117,0.1923529411764706,0.000588235294117647
0.8288888888888889,0.17,0.0011111111111111111
0.8866666666666667,0.11333333333333333,0.0
0.8175,0.18125,0.00125
0.7433333333333333,0.25666666666666665,0.0
0.0475,0.94875,0.00375
0.09,0.91,0.0
0.007142857142857143,0.9928571428571429,0.0
0.0075,0.99,0.0025
0.145,0.855,0.0
0.0,0.995,0.005
0.007333333333333333,0.9926666666666667,0.0
0.07727272727272727,0.9218181818181819,0.0009090909090909091
0.77,0.225,0.005
0.88,0.12,0.0
0.79375,0.20625,0.0
0.9070833333333334,0.09208333333333334,0.0008333333333333334
0.1653125,0.830625,0.0040625
0.095,0.9045,0.0005
0.07666666666666666,0.9233333333333333,0.0
0.16833333333333333,0.8233333333333334,0.008333333333333333
0.8633333333333333,0.13333333333333333,0.0033333333333333335
0.90875,0.0875,0.00375
0.005714285714285714,0.9942857142857143,0.0
0.11666666666666667,0.8833333333333333,0.0
0.325,0.675,0.0
0.011428571428571429,0.9878571428571429,0.0007142857142857143
0.084,0.916,0.0
0.1568421052631579,0.8410526315789474,0.002105263157894737
0.70875,0.29125,0.0
0.14962962962962964,0.8492592592592593,0.0011111111111111111
0.11235294117647059,0.8805882352941177,0.007058823529411765
0.085,0.9144444444444444,0.0005555555555555556
0.9388888888888889,0.06037037037037037,0.0007407407407407407
0.8269565217391305,0.16391304347826086,0.009130434782608696
0.785,0.215,0.0
0.2396,0.758,0.0024
0.8133333333333334,0.185,0.0016666666666666668
0.9322222222222222,0.06666666666666667,0.0011111111111111111
0.9285714285714286,0.07,0.0014285714285714286
0.005454545454545455,0.9945454545454545,0.0
0.008,0.992,0.0
0.01,0.99,0.0
0.110625,0.88875,0.000625
0.115,0.884375,0.000625
0.8457142857142858,0.15285714285714286,0.0014285714285714286
0.9153333333333333,0.08266666666666667,0.002
0.012,0.988,0.0
0.8622222222222222,0.13666666666666666,0.0011111111111111111
0.08444444444444445,0.9088888888888889,0.006666666666666667
0.004285714285714286,0.9957142857142857,0.0
0.768,0.23,0.002
0.20333333333333334,0.7966666666666666,0.0
0.896,0.102,0.002
0.92,0.08,0.0
0.01,0.99,0.0
0.7307692307692307,0.26615384615384613,0.003076923076923077
0.755,0.24428571428571427,0.0007142857142857143
0.8584615384615385,0.14076923076923076,0.0007692307692307692
0.940625,0.054375,0.005
0.17,0.83,0.0
0.9152380952380952,0.08476190476190476,0.0
0.9036363636363637,0.09363636363636364,0.0027272727272727275
0.8471428571428572,0.14857142857142858,0.004285714285714286
0.853125,0.144375,0.0025
0.7485185185185185,0.24925925925925926,0.0022222222222222222
0.007037037037037037,0.9929629629629629,0.0
0.8968181818181818,0.10136363636363636,0.0018181818181818182
0.11142857142857143,0.885,0.0035714285714285713
0.7666666666666667,0.23083333333333333,0.0025
0.007083333333333333,0.9929166666666667,0.0
0.86,0.14,0.0
0.011,0.988,0.001
0.7242857142857143,0.2714285714285714,0.004285714285714286
0.01,0.99,0.0
0.01,0.99,0.0
0.115,0.885,0.0
0.66,0.332,0.008
0.8333333333333334,0.16333333333333333,0.0033333333333333335
0.956,0.044,0.0
0.0832258064516129,0.9167741935483871,0.0
0.011,0.989,0.0
0.7925,0.2025,0.005
0.81,0.1875,0.0025
0.85375,0.14625,0.0
0.07625,0.92375,0.0
0.8095454545454546,0.19045454545454546,0.0
0.828,0.17,0.002
0.00823529411764706,0.991764705882353,0.0
0.22545454545454546,0.7745454545454545,0.0
0.7008333333333333,0.29833333333333334,0.0008333333333333334
0.7728571428571429,0.2257142857142857,0.0014285714285714286
0.8392307692307692,0.1576923076923077,0.003076923076923077
0.86,0.135,0.005
0.792,0.2,0.008
0.165,0.835,0.0
0.8106666666666666,0.18733333333333332,0.002
0.1225,0.875,0.0025
0.75,0.25,0.0
0.1511111111111111,0.8444444444444444,0.0044444444444444444
0.855,0.145,0.0
0.09081081081081081,0.9075675675675675,0.0016216216216216215
0.888,0.108,0.004
0.09,0.91,0.0
0.845,0.155,0.0
0.75,0.25,0.0
0.006666666666666667,0.9933333333333333,0.0
0.755,0.245,0.0
0.9433333333333334,0.05466666666666667,0.002
0.7866666666666666,0.2,0.013333333333333334
0.005,0.995,0.0
0.17,0.83,0.0
0.715,0.285,0.0
0.0825,0.9175,0.0
0.7666666666666667,0.23333333333333334,0.0
0.7348,0.2636,0.0016
0.7614285714285715,0.2375,0.0010714285714285715
0.7866666666666666,0.20666666666666667,0.006666666666666667
0.8833333333333333,0.11,0.006666666666666667
0.8,0.2,0.0
0.855,0.14,0.005
0.105,0.8933333333333333,0.0016666666666666668
0.9136842105263158,0.08210526315789474,0.004210526315789474
0.946,0.051,0.003
0.006666666666666667,0.9933333333333333,0.0
0.006666666666666667,0.9933333333333333,0.0
0.36666666666666664,0.6333333333333333,0.0
0.7983333333333333,0.19833333333333333,0.0033333333333333335
0.944,0.0535,0.0025
0.008461538461538461,0.9915384615384616,0.0
0.07166666666666667,0.9283333333333333,0.0
0.82,0.17666666666666667,0.0033333333333333335
0.0875,0.91125,0.00125
0.9325,0.0675,0.0
0.8176923076923077,0.18,0.002307692307692308
0.09,0.91,0.0
0.9366666666666666,0.06,0.0033333333333333335
0.7833333333333333,0.21666666666666667,0.0
0.7475,0.25166666666666665,0.0008333333333333334
0.8128571428571428,0.18428571428571427,0.002857142857142857
0.8166666666666667,0.17666666666666667,0.006666666666666667
0.9566666666666667,0.043333333333333335,0.0
0.9,0.1,0.0
0.725,0.2733333333333333,0.0016666666666666668
0.9128571428571428,0.08714285714285715,0.0
0.20454545454545456,0.7827272727272727,0.012727272727272728
0.17857142857142858,0.8214285714285714,0.0
0.06894736842105263,0.9305263157894736,0.0005263157894736842
0.08685714285714285,0.9128571428571428,0.00028571428571428574
0.098,0.9,0.002
0.282,0.718,0.0
0.16142857142857142,0.8371428571428572,0.0014285714285714286
0.75,0.25,0.0
0.83,0.16666666666666666,0.0033333333333333335
0.8492857142857143,0.14857142857142858,0.002142857142857143
0.8625,0.1325,0.005
0.867,0.131,0.002
0.29333333333333333,0.7066666666666667,0.0
0.20157894736842105,0.7973684210526316,0.0010526315789473684
0.7775,0.21916666666666668,0.0033333333333333335
0.9033333333333333,0.09666666666666666,0.0
0.915,0.085,0.0
0.955,0.045,0.0
0.01,0.99,0.0
0.9153846153846154,0.08384615384615385,0.0007692307692307692
0.88125,0.1125,0.00625
0.89,0.11,0.0
0.77625,0.22125,0.0025
0.005333333333333333,0.994,0.0006666666666666666
0.818,0.182,0.0
0.738,0.261,0.001
0.14473684210526316,0.8547368421052631,0.0005263157894736842
0.95,0.05,0.0
0.01,0.99,0.0
0.855,0.135,0.01
0.82,0.18,0.0
0.006,0.994,0.0
0.8614285714285714,0.13857142857142857,0.0
0.9366666666666666,0.06333333333333334,0.0
0.796875,0.203125,0.0
0.7033333333333334,0.28,0.016666666666666666
0.8534782608695652,0.14565217391304347,0.0008695652173913044
0.16647058823529412,0.8282352941176471,0.005294117647058823
0.7376923076923076,0.2623076923076923,0.0
0.12736842105263158,0.8721052631578947,0.0005263157894736842
0.08363636363636363,0.9163636363636364,0.0
0.9033333333333333,0.095,0.0016666666666666668
0.6966666666666667,0.30333333333333334,0.0
0.8375,0.1625,0.0
0.007333333333333333,0.992,0.0006666666666666666
0.06787878787878789,0.9318181818181818,0.00030303030303030303
0.007272727272727273,0.9918181818181818,0.0009090909090909091
0.9525,0.0475,0.0
0.9075,0.0925,0.0
0.0044444444444444444,0.9955555555555555,0.0
0.868,0.128,0.004
0.0,1.0,0.0
0.14666666666666667,0.8533333333333334,0.0
0.01,0.9891304347826086,0.0008695652173913044
0.8683333333333333,0.13166666666666665,0.0
0.867,0.132,0.001
0.7786666666666666,0.22133333333333333,0.0
0.6636363636363637,0.3,0.03636363636363636
0.931,0.065,0.004
0.8544444444444445,0.14222222222222222,0.0033333333333333335
0.9466666666666667,0.051666666666666666,0.0016666666666666668
0.912,0.088,0.0
0.7741666666666667,0.22,0.005833333333333334
0.3333333333333333,0.6666666666666666,0.0
0.005,0.995,0.0
0.975,0.025,0.0
0.94,0.06,0.0
0.0931578947368421,0.9036842105263158,0.003157894736842105
0.01,0.99,0.0
0.007692307692307693,0.9923076923076923,0.0
0.11,0.8885714285714286,0.0014285714285714286
0.007857142857142858,0.9914285714285714,0.0007142857142857143
0.0096,0.9904,0.0
0.18578947368421053,0.81,0.004210526315789474
0.12571428571428572,0.8742857142857143,0.0
0.8216666666666667,0.17833333333333334,0.0
0.1742857142857143,0.82,0.005714285714285714
0.9435714285714286,0.055714285714285716,0.0007142857142857143
0.07666666666666666,0.9216666666666666,0.0016666666666666668
0.774074074074074,0.22111111111111112,0.004814814814814815
0.01,0.99,0.0
0.01,0.985,0.005
0.004285714285714286,0.9957142857142857,0.0
0.77,0.23,0.0
0.186,0.812,0.002
0.015,0.984,0.001
0.7572222222222222,0.24,0.002777777777777778
0.822,0.174,0.004
0.17333333333333334,0.8266666666666667,0.0
0.765,0.215,0.02
0.10789473684210527,0.891578947368421,0.0005263157894736842
0.11875,0.88125,0.0
0.8575,0.135,0.0075
0.006,0.9933333333333333,0.0006666666666666666
0.8036363636363636,0.1940909090909091,0.0022727272727272726
0.871875,0.12625,0.001875
0.0077777777777777776,0.9905555555555555,0.0016666666666666668
0.77,0.23,0.0
0.008095238095238095,0.9914285714285714,0.0004761904761904762
0.90875,0.09125,0.0
0.852,0.144,0.004
0.7227272727272728,0.27636363636363637,0.0009090909090909091
0.8461904761904762,0.15095238095238095,0.002857142857142857
0.013333333333333334,0.9866666666666667,0.0
0.206,0.794,0.0
0.07,0.93,0.0
0.87,0.12666666666666668,0.0033333333333333335
0.08,0.92,0.0
0.005625,0.994375,0.0
0.12583333333333332,0.8725,0.0016666666666666668
0.8484615384615385,0.15153846153846154,0.0
0.105,0.8925,0.0025
0.8125,0.185625,0.001875
0.007857142857142858,0.9921428571428571,0.0
0.7588235294117647,0.2411764705882353,0.0
0.1323529411764706,0.8676470588235294,0.0
0.758421052631579,0.24052631578947367,0.0010526315789473684
0.9395652173913044,0.059130434782608696,0.0013043478260869566
0.92,0.07772727272727273,0.0022727272727272726
0.337,0.662,0.001
0.876,0.1215,0.0025
0.10181818181818182,0.8954545454545455,0.0027272727272727275
0.1225,0.8775,0.0
0.008,0.9917142857142857,0.00028571428571428574
0.007647058823529412,0.9923529411764705,0.0
0.0075,0.9925,0.0
0.08428571428571428,0.9157142857142857,0.0
0.76,0.24,0.0
0.005454545454545455,0.9936363636363637,0.0009090909090909091
0.644,0.3352,0.0208
0.91,0.09,0.0
0.9433333333333334,0.056666666666666664,0.0
0.7746666666666666,0.22433333333333333,0.001
0.764,0.23533333333333334,0.0006666666666666666
0.8566666666666667,0.14041666666666666,0.002916666666666667
0.008571428571428572,0.9895238095238095,0.0019047619047619048
0.9277777777777778,0.07222222222222222,0.0
0.79,0.204,0.006
0.215,0.785,0.0
0.6745454545454546,0.30818181818181817,0.017272727272727273
0.7,0.3,0.0
0.012857142857142857,0.9861904761904762,0.0009523809523809524
0.9475,0.0475,0.005
0.011428571428571429,0.9885714285714285,0.0
0.007142857142857143,0.9928571428571429,0.0
0.01,0.99,0.0
0.7855555555555556,0.2111111111111111,0.0033333333333333335
0.8992307692307693,0.09769230769230769,0.003076923076923077
0.01,0.989375,0.000625
0.9003448275862069,0.09793103448275862,0.0017241379310344827
0.9318181818181818,0.06818181818181818,0.0
0.9290909090909091,0.06818181818181818,0.0027272727272727275
0.7357142857142858,0.26,0.004285714285714286
0.007631578947368421,0.9921052631578947,0.0002631578947368421
0.76,0.24,0.0
0.8473913043478261,0.15260869565217391,0.0
0.844,0.152,0.004
0.12125,0.87875,0.0
0.856,0.142,0.002
0.84,0.15,0.01
0.81,0.1864,0.0036
0.7971428571428572,0.20285714285714285,0.0
0.0,1.0,0.0
0.10666666666666667,0.8925,0.0008333333333333334
0.8170833333333334,0.18166666666666667,0.00125
0.8554545454545455,0.13772727272727273,0.006818181818181818
0.168,0.83,0.002
0.7318181818181818,0.2677272727272727,0.00045454545454545455
0.006666666666666667,0.9933333333333333,0.0
0.012,0.988,0.0
0.66,0.32666666666666666,0.013333333333333334
0.22142857142857142,0.7785714285714286,0.0
0.81,0.19,0.0
0.73,0.26785714285714285,0.002142857142857143
0.18,0.82,0.0
0.17,0.8275,0.0025
0.0,1.0,0.0
0.8133333333333334,0.18333333333333332,0.0033333333333333335
0.15818181818181817,0.8418181818181818,0.0
0.9333333333333333,0.06666666666666667,0.0
0.005,0.995,0.0
0.7564285714285715,0.24142857142857144,0.002142857142857143
0.0033333333333333335,0.9966666666666667,0.0
0.806,0.188,0.006
0.007058823529411765,0.9923529411764705,0.000588235294117647
0.55,0.4425,0.0075
0.115,0.8775,0.0075
0.016666666666666666,0.9833333333333333,0.0
0.008181818181818182,0.9918181818181818,0.0
0.012222222222222223,0.9877777777777778,0.0
0.0033333333333333335,0.9966666666666667,0.0
0.8416666666666667,0.15333333333333332,0.005
0.8091666666666667,0.18916666666666668,0.0016666666666666668
0.0077777777777777776,0.9922222222222222,0.0
0.09888888888888889,0.8994444444444445,0.0016666666666666668
0.8525925925925926,0.14666666666666667,0.0007407407407407407
0.11,0.882,0.008
0.07166666666666667,0.925,0.0033333333333333335
0.008571428571428572,0.9914285714285714,0.0
0.18451612903225806,0.8145161290322581,0.000967741935483871
0.7404347826086957,0.25782608695652176,0.0017391304347826088
0.81,0.18733333333333332,0.0026666666666666666
0.76375,0.2325,0.00375
0.825,0.17,0.005
0.915,0.085,0.0
0.715,0.28,0.005
0.8271428571428572,0.17285714285714285,0.0
0.8475,0.15,0.0025
0.7609523809523809,0.23809523809523808,0.0009523809523809524
0.7381818181818182,0.26181818181818184,0.0
0.8511764705882353,0.14352941176470588,0.005294117647058823
0.8628571428571429,0.1357142857142857,0.0014285714285714286
0.006666666666666667,0.9933333333333333,0.0
0.8415384615384616,0.15538461538461537,0.003076923076923077
0.01,0.9885714285714285,0.0014285714285714286
0.21576923076923077,0.7838461538461539,0.0003846153846153846
0.771,0.226,0.003
0.818,0.181,0.001
0.007058823529411765,0.9923529411764705,0.000588235294117647
0.7652941176470588,0.23411764705882354,0.000588235294117647
0.07,0.93,0.0
0.895,0.105,0.0
0.8466666666666667,0.14333333333333334,0.01
0.796875,0.203125,0.0
