user_id,item_id,rating_old,rating,time_bucket
185,301,3,0,0
114,264,2,0,0
61,256,2,0,0
199,221,5,1,0
298,143,4,1,0
290,117,2,0,0
307,0,4,1,0
94,545,2,0,0
37,94,5,1,0
159,233,5,1,0
300,97,4,1,0
96,193,3,0,0
250,99,4,1,0
259,321,4,1,0
24,180,5,1,0
58,195,5,1,0
289,142,5,1,0
41,422,5,1,0
19,287,1,0,0
59,426,5,1,0
242,14,3,0,0
224,236,5,1,0
290,143,5,1,0
10,110,4,1,0
161,24,4,1,0
144,274,2,0,0
31,293,3,0,0
215,143,4,1,0
165,327,5,1,0
249,495,4,1,0
270,131,5,1,0
159,173,5,1,0
264,117,4,1,0
41,95,5,1,0
167,150,5,1,0
57,143,4,1,0
43,194,5,1,0
71,194,5,1,0
40,264,3,0,0
223,244,3,0,0
81,134,3,0,0
292,470,3,0,0
304,426,5,1,0
83,404,3,0,0
298,110,3,0,0
159,134,4,1,0
98,267,3,0,0
258,116,4,1,0
84,426,3,0,0
212,272,5,1,0
89,97,5,1,0
154,322,2,0,0
67,116,4,1,0
304,116,2,0,0
43,293,4,1,0
98,78,4,1,0
12,97,4,1,0
25,257,3,0,0
118,327,4,1,0
212,171,5,1,0
275,321,3,0,0
37,327,4,1,0
129,215,4,1,0
14,404,2,0,0
291,173,5,1,0
231,482,5,1,0
250,747,2,0,0
304,470,4,1,0
160,201,5,1,0
96,227,5,1,0
82,233,4,1,0
193,180,3,0,0
268,126,4,1,0
302,68,5,1,0
90,322,2,0,0
199,317,5,1,0
228,327,1,0,0
177,567,4,1,0
91,171,4,1,0
249,6,4,1,0
13,97,3,0,0
118,236,5,1,0
65,257,4,1,0
232,201,5,1,0
300,55,4,1,0
306,88,5,1,0
37,152,5,1,0
285,142,4,1,0
192,95,1,0,0
291,10,5,1,0
274,97,4,1,0
218,81,1,0,0
122,426,3,0,0
118,221,5,1,0
221,117,4,1,0
301,321,2,0,0
300,78,5,1,0
144,236,5,1,0
41,545,3,0,0
15,63,5,1,0
94,134,3,0,0
153,356,4,1,0
144,14,2,0,0
186,63,5,1,0
127,203,4,1,0
183,152,3,0,0
22,322,2,0,0
300,190,3,0,0
81,182,3,0,0
12,55,5,1,0
285,236,2,0,0
143,88,3,0,0
190,301,4,1,0
199,95,5,1,0
15,196,5,1,0
60,677,3,0,0
221,150,3,0,0
206,257,4,1,0
176,332,4,1,0
190,285,4,1,0
42,322,3,0,0
196,95,5,1,0
93,264,4,1,0
271,11,5,1,0
133,285,3,0,0
103,116,2,0,0
274,404,2,0,0
12,185,4,1,0
235,70,3,0,0
262,175,5,1,0
243,185,3,0,0
150,196,5,1,0
221,96,4,1,0
292,134,5,1,0
212,172,5,1,0
22,195,2,0,0
127,14,4,1,0
238,55,4,1,0
249,237,4,1,0
286,0,5,1,0
215,227,3,0,0
202,470,4,1,0
212,175,4,1,0
285,287,5,1,0
98,110,1,0,0
294,193,4,1,0
136,143,5,1,0
110,327,4,1,0
186,209,4,1,0
213,567,4,1,0
284,190,4,1,0
220,474,4,1,0
71,181,5,1,0
24,356,4,1,0
289,49,5,1,0
263,293,3,0,0
186,134,4,1,0
62,288,2,0,0
234,184,4,1,0
53,741,5,1,0
91,167,4,1,0
306,173,4,1,0
150,175,2,0,0
44,24,4,1,0
307,426,4,1,0
108,7,3,0,0
243,264,4,1,0
89,288,3,0,0
156,24,3,0,0
304,70,3,0,0
20,221,2,0,0
230,180,4,1,0
287,131,3,0,0
58,741,3,0,0
55,120,5,1,0
61,11,4,1,0
151,300,3,0,0
268,21,1,0,0
229,741,5,1,0
55,545,3,0,0
9,6,4,1,0
268,233,1,0,0
5,97,5,1,0
297,180,4,1,0
77,322,1,0,0
9,99,5,1,0
244,180,4,1,0
106,332,3,0,0
275,69,4,1,0
188,55,5,1,0
55,70,4,1,0
0,201,5,1,0
172,288,4,1,0
177,741,3,0,0
96,221,5,1,0
108,126,2,0,0
116,267,5,1,0
263,654,4,1,0
255,126,4,1,0
7,21,5,1,0
221,172,5,1,0
164,215,4,1,0
180,120,4,1,0
199,10,5,1,0
89,24,5,1,0
207,215,5,1,0
262,95,4,1,0
133,322,4,1,0
48,301,4,1,0
285,152,5,1,0
233,317,4,1,0
222,327,3,0,0
14,24,3,0,0
273,404,4,1,0
289,160,4,1,0
247,233,4,1,0
275,63,5,1,0
262,567,4,1,0
292,422,3,0,0
275,180,5,1,0
266,120,3,0,0
125,293,3,0,0
261,27,3,0,0
28,244,3,0,0
36,287,4,1,0
140,244,3,0,0
101,69,3,0,0
76,171,3,0,0
89,257,3,0,0
223,68,4,1,0
206,317,5,1,0
86,81,5,1,0
193,171,3,0,0
107,99,4,1,0
53,301,4,1,0
89,21,4,1,0
285,356,4,1,0
13,268,4,1,0
310,178,2,0,0
91,120,5,1,0
180,404,4,1,0
243,182,4,1,0
0,264,4,1,0
269,24,5,1,0
253,120,3,0,0
187,142,5,1,0
275,293,4,1,0
68,267,5,1,0
57,8,4,1,0
172,327,5,1,0
15,193,5,1,0
58,322,4,1,0
78,49,4,1,0
234,69,5,1,0
283,321,3,0,0
302,160,5,1,0
103,300,2,0,0
253,356,3,0,0
108,474,1,0,0
5,300,2,0,0
35,747,4,1,0
110,300,4,1,0
24,221,4,1,0
269,97,5,1,0
67,236,5,1,0
5,257,2,0,0
88,215,5,1,0
149,180,5,1,0
125,244,3,0,0
143,741,4,1,0
222,10,3,0,0
274,185,3,0,0
67,741,1,0,0
194,272,4,1,0
291,8,4,1,0
71,567,4,1,0
84,227,3,0,0
23,63,5,1,0
81,55,3,0,0
160,317,3,0,0
225,55,4,1,0
15,7,5,1,0
179,201,3,0,0
144,55,5,1,0
83,741,3,0,0
312,116,4,1,0
147,0,4,1,0
296,88,4,1,0
93,215,3,0,0
238,193,5,1,0
279,0,4,1,0
0,116,3,0,0
197,257,4,1,0
5,68,3,0,0
295,227,4,1,0
216,181,2,0,0
238,233,3,0,0
229,171,4,1,0
61,181,5,1,0
197,233,3,0,0
64,124,4,1,0
89,11,5,1,0
310,97,5,1,0
55,221,5,1,0
209,203,5,1,0
238,8,5,1,0
83,120,4,1,0
274,264,4,1,0
310,8,4,1,0
243,171,4,1,0
197,117,2,0,0
25,124,4,1,0
123,495,1,0,0
23,190,5,1,0
12,180,5,1,0
1,49,5,1,0
143,124,4,1,0
71,233,4,1,0
184,215,4,1,0
56,78,5,1,0
252,96,4,1,0
283,268,4,1,0
120,179,3,0,0
108,96,3,0,0
296,274,5,1,0
296,233,3,0,0
249,203,2,0,0
7,49,5,1,0
174,126,5,1,0
82,209,5,1,0
152,173,1,0,0
61,301,3,0,0
278,167,5,1,0
82,96,4,1,0
62,99,5,1,0
84,24,2,0,0
41,97,4,1,0
273,49,5,1,0
183,97,4,1,0
295,221,5,1,0
68,426,3,0,0
71,195,4,1,0
127,181,4,1,0
284,268,4,1,0
219,332,3,0,0
209,69,4,1,0
74,236,2,0,0
296,24,4,1,0
213,116,4,1,0
276,256,3,0,0
24,256,4,1,0
65,180,5,1,0
261,173,3,0,0
205,301,5,1,0
221,21,5,1,0
313,27,5,1,0
43,257,4,1,0
15,88,2,0,0
247,116,5,1,0
124,317,5,1,0
290,14,5,1,0
238,95,5,1,0
135,88,4,1,0
222,422,3,0,0
81,193,4,1,0
22,257,5,1,0
307,173,4,1,0
187,236,3,0,0
233,97,4,1,0
311,99,4,1,0
261,63,5,1,0
160,167,1,0,0
249,195,4,1,0
60,322,3,0,0
43,14,4,1,0
189,116,4,1,0
93,173,4,1,0
116,180,5,1,0
193,190,4,1,0
187,95,5,1,0
57,172,5,1,0
247,256,3,0,0
150,11,5,1,0
109,567,3,0,0
304,482,5,1,0
140,257,5,1,0
311,152,2,0,0
0,221,4,1,0
205,322,1,0,0
13,173,5,1,0
278,88,4,1,0
17,201,3,0,0
86,209,5,1,0
180,327,3,0,0
233,227,3,0,0
65,0,3,0,0
215,173,5,1,0
4,0,4,1,0
275,356,5,1,0
238,474,5,1,0
129,233,5,1,0
263,69,4,1,0
207,196,5,1,0
2,244,1,0,0
209,96,5,1,0
304,78,3,0,0
206,24,4,1,0
108,0,4,1,0
14,221,3,0,0
151,110,5,1,0
196,301,3,0,0
226,49,4,1,0
84,281,3,0,0
180,0,3,0,0
278,95,4,1,0
17,181,4,1,0
275,567,4,1,0
176,68,1,0,0
270,55,3,0,0
273,747,5,1,0
198,267,5,1,0
37,160,5,1,0
103,299,3,0,0
74,545,3,0,0
116,14,5,1,0
215,195,5,1,0
202,281,1,0,0
12,194,3,0,0
143,152,5,1,0
99,267,3,0,0
93,470,4,1,0
120,116,1,0,0
211,179,1,0,0
183,190,4,1,0
312,21,3,0,0
12,120,5,1,0
61,287,2,0,0
279,126,5,1,0
36,116,4,1,0
21,257,5,1,0
69,81,4,1,0
4,97,3,0,0
307,94,4,1,0
294,171,4,1,0
236,190,4,1,0
289,131,3,0,0
223,677,3,0,0
64,99,3,0,0
284,150,5,1,0
71,27,4,1,0
114,7,5,1,0
94,0,5,1,0
104,267,4,1,0
71,426,5,1,0
44,117,4,1,0
278,143,4,1,0
144,21,5,1,0
70,88,5,1,0
181,68,5,1,0
213,301,4,1,0
101,321,3,0,0
194,327,4,1,0
108,257,5,1,0
281,287,4,1,0
251,299,4,1,0
303,236,5,1,0
289,567,3,0,0
27,78,4,1,0
264,470,4,1,0
82,81,5,1,0
86,195,5,1,0
160,97,4,1,0
69,209,4,1,0
50,181,3,0,0
91,175,5,1,0
203,215,4,1,0
91,179,5,1,0
42,203,4,1,0
196,299,4,1,0
293,281,3,0,0
314,272,3,0,0
65,6,3,0,0
100,221,3,0,0
143,181,3,0,0
177,275,3,0,0
89,244,3,0,0
310,142,3,0,0
83,747,4,1,0
315,97,5,1,0
24,24,5,1,0
286,293,5,1,0
86,8,4,1,0
43,94,4,1,0
91,215,3,0,0
183,160,2,0,0
164,287,2,0,0
194,299,3,0,0
117,474,5,1,0
141,81,4,1,0
98,49,5,1,0
213,274,3,0,0
15,55,5,1,0
292,131,4,1,0
61,131,5,1,0
239,312,5,1,0
101,160,2,0,0
82,300,2,0,0
290,6,5,1,0
311,27,4,1,0
290,69,4,1,0
55,171,5,1,0
64,195,5,1,0
31,150,3,0,0
223,190,4,1,0
214,422,5,1,0
153,288,2,0,0
304,10,1,0,0
275,272,4,1,0
197,6,4,1,0
188,196,5,1,0
72,55,4,1,0
119,545,2,0,0
100,470,3,0,0
103,6,3,0,0
255,24,5,1,0
274,68,3,0,0
41,175,3,0,0
261,120,3,0,0
91,14,3,0,0
80,741,2,0,0
18,654,3,0,0
78,99,5,1,0
233,131,4,1,0
304,49,5,1,0
222,7,2,0,0
200,68,2,0,0
216,143,4,1,0
116,150,4,1,0
90,27,4,1,0
63,175,4,1,0
61,110,3,0,0
302,175,5,1,0
288,281,3,0,0
24,257,5,1,0
17,495,5,1,0
261,567,3,0,0
94,171,4,1,0
276,281,4,1,0
209,356,5,1,0
214,196,4,1,0
268,8,4,1,0
41,194,5,1,0
292,78,3,0,0
100,404,4,1,0
262,196,4,1,0
278,78,3,0,0
137,495,4,1,0
216,6,4,1,0
175,257,4,1,0
48,6,4,1,0
262,116,3,0,0
195,654,5,1,0
133,312,5,1,0
57,99,5,1,0
6,227,4,1,0
159,55,5,1,0
102,126,4,1,0
267,0,3,0,0
296,181,3,0,0
314,184,4,1,0
22,171,4,1,0
320,495,4,1,0
6,150,4,1,0
177,677,3,0,0
83,11,5,1,0
93,167,5,1,0
189,301,5,1,0
111,288,5,1,0
198,257,4,1,0
300,201,5,1,0
293,126,5,1,0
102,120,3,0,0
159,116,4,1,0
5,356,4,1,0
57,267,5,1,0
306,264,3,0,0
136,299,5,1,0
163,116,5,1,0
212,293,3,0,0
231,196,4,1,0
127,227,3,0,0
150,88,5,1,0
247,474,5,1,0
202,180,5,1,0
197,99,1,0,0
126,293,4,1,0
176,55,5,1,0
56,27,4,1,0
269,96,4,1,0
158,126,5,1,0
229,201,4,1,0
177,281,3,0,0
318,312,5,1,0
292,495,5,1,0
20,97,5,1,0
313,94,5,1,0
311,120,3,0,0
61,257,5,1,0
76,194,5,1,0
98,741,5,1,0
292,747,2,0,0
261,178,4,1,0
252,215,4,1,0
107,49,4,1,0
270,110,4,1,0
313,275,1,0,0
312,95,5,1,0
214,143,4,1,0
209,160,5,1,0
200,78,4,1,0
183,180,4,1,0
184,268,5,1,0
215,68,5,1,0
15,470,3,0,0
27,94,3,0,0
290,470,4,1,0
96,88,5,1,0
93,8,5,1,0
59,221,4,1,0
322,256,2,0,0
139,267,4,1,0
66,63,5,1,0
58,285,3,0,0
193,233,3,0,0
56,203,4,1,0
200,196,4,1,0
67,6,3,0,0
210,126,4,1,0
197,134,5,1,0
11,299,4,1,0
237,110,4,1,0
39,267,4,1,0
41,184,4,1,0
257,287,1,0,0
147,69,5,1,0
183,70,4,1,0
173,236,4,1,0
274,172,3,0,0
229,233,4,1,0
72,356,5,1,0
82,117,3,0,0
129,244,1,0,0
243,88,5,1,0
292,287,3,0,0
115,6,2,0,0
51,94,4,1,0
207,201,4,1,0
25,24,3,0,0
14,677,1,0,0
98,180,5,1,0
55,195,2,0,0
227,474,3,0,0
42,150,4,1,0
9,288,4,1,0
245,81,2,0,0
193,236,3,0,0
193,81,2,0,0
286,256,4,1,0
289,81,4,1,0
261,95,4,1,0
275,179,5,1,0
295,257,5,1,0
41,68,4,1,0
62,49,4,1,0
310,171,5,1,0
6,126,5,1,0
233,160,3,0,0
5,142,2,0,0
5,274,4,1,0
268,81,2,0,0
68,299,3,0,0
285,257,4,1,0
12,288,2,0,0
183,99,5,1,0
0,63,5,1,0
141,180,5,1,0
68,173,5,1,0
194,264,4,1,0
6,195,5,1,0
174,95,3,0,0
317,256,5,1,0
319,116,4,1,0
235,264,2,0,0
90,426,4,1,0
274,257,3,0,0
93,88,3,0,0
220,68,4,1,0
98,181,4,1,0
174,70,4,1,0
325,21,4,1,0
161,180,4,1,0
5,293,2,0,0
206,120,3,0,0
58,69,3,0,0
172,285,5,1,0
212,11,5,1,0
130,99,5,1,0
222,317,4,1,0
21,78,4,1,0
136,545,5,1,0
291,327,3,0,0
248,10,5,1,0
196,293,4,1,0
298,185,3,0,0
114,126,5,1,0
216,21,5,1,0
62,221,3,0,0
110,312,4,1,0
58,495,4,1,0
302,301,4,1,0
55,68,4,1,0
91,288,3,0,0
12,143,4,1,0
14,126,2,0,0
180,301,2,0,0
235,312,4,1,0
291,194,5,1,0
15,190,5,1,0
302,322,1,0,0
279,203,3,0,0
300,173,5,1,0
96,97,4,1,0
188,0,5,1,0
233,49,4,1,0
293,221,4,1,0
150,185,4,1,0
52,173,5,1,0
122,134,5,1,0
235,285,5,1,0
200,312,5,1,0
173,470,5,1,0
150,14,4,1,0
58,11,5,1,0
3,356,4,1,0
245,7,3,0,0
254,677,2,0,0
271,126,5,1,0
103,268,5,1,0
96,49,5,1,0
149,120,2,0,0
12,96,4,1,0
243,6,4,1,0
27,97,5,1,0
258,268,3,0,0
27,172,3,0,0
297,7,5,1,0
150,209,4,1,0
76,237,5,1,0
200,404,4,1,0
312,190,5,1,0
213,150,5,1,0
6,27,5,1,0
40,27,4,1,0
116,49,5,1,0
200,116,2,0,0
220,203,4,1,0
261,10,4,1,0
301,322,2,0,0
197,178,4,1,0
98,167,5,1,0
228,312,2,0,0
172,322,5,1,0
155,275,3,0,0
294,482,5,1,0
42,63,5,1,0
88,196,5,1,0
6,152,5,1,0
69,49,4,1,0
311,227,3,0,0
101,404,2,0,0
310,179,4,1,0
266,237,4,1,0
91,78,4,1,0
98,203,4,1,0
221,134,5,1,0
319,293,4,1,0
267,134,4,1,0
286,10,5,1,0
304,185,4,1,0
302,747,2,0,0
144,182,5,1,0
310,27,5,1,0
24,227,4,1,0
47,173,5,1,0
285,6,4,1,0
190,300,4,1,0
286,55,5,1,0
95,152,4,1,0
149,99,2,0,0
92,14,5,1,0
317,49,2,0,0
212,470,3,0,0
177,233,4,1,0
194,495,4,1,0
53,267,5,1,0
101,299,3,0,0
60,327,5,1,0
306,99,3,0,0
302,181,5,1,0
144,0,3,0,0
108,99,4,1,0
266,422,3,0,0
144,49,5,1,0
233,70,3,0,0
243,215,4,1,0
123,49,3,0,0
136,236,4,1,0
252,49,4,1,0
247,173,3,0,0
326,190,4,1,0
296,285,5,1,0
294,150,4,1,0
274,175,4,1,0
146,257,4,1,0
68,11,5,1,0
41,120,4,1,0
153,301,4,1,0
312,70,4,1,0
93,185,4,1,0
319,201,4,1,0
203,171,3,0,0
84,97,4,1,0
221,322,3,0,0
287,126,5,1,0
115,184,3,0,0
94,173,5,1,0
175,293,2,0,0
156,404,3,0,0
238,203,3,0,0
250,143,5,1,0
137,120,4,1,0
29,81,4,1,0
301,244,2,0,0
291,275,5,1,0
270,10,4,1,0
310,567,5,1,0
287,195,5,1,0
15,143,5,1,0
298,237,4,1,0
306,172,5,1,0
123,10,5,1,0
306,257,5,1,0
27,6,5,1,0
115,300,3,0,0
43,55,2,0,0
129,160,4,1,0
327,8,4,1,0
161,741,4,1,0
127,78,4,1,0
194,185,3,0,0
94,142,4,1,0
221,152,4,1,0
206,97,4,1,0
285,150,5,1,0
6,173,5,1,0
139,300,3,0,0
289,221,4,1,0
176,78,4,1,0
64,201,4,1,0
310,180,4,1,0
76,167,4,1,0
116,404,5,1,0
247,126,5,1,0
4,422,4,1,0
253,285,1,0,0
288,6,4,1,0
240,293,3,0,0
220,267,5,1,0
300,495,5,1,0
317,63,4,1,0
177,124,4,1,0
137,150,4,1,0
221,171,5,1,0
275,300,4,1,0
304,14,1,0,0
205,244,1,0,0
124,172,5,1,0
127,142,5,1,0
64,55,3,0,0
322,116,3,0,0
196,175,5,1,0
276,272,5,1,0
175,287,3,0,0
98,545,4,1,0
325,185,4,1,0
25,14,4,1,0
6,181,4,1,0
120,404,2,0,0
275,10,5,1,0
221,209,4,1,0
229,209,5,1,0
164,257,5,1,0
160,173,2,0,0
108,88,4,1,0
194,180,5,1,0
76,124,3,0,0
73,287,3,0,0
210,299,2,0,0
157,0,4,1,0
0,227,5,1,0
41,142,4,1,0
306,70,5,1,0
295,285,5,1,0
216,81,5,1,0
313,8,4,1,0
248,78,5,1,0
67,117,2,0,0
214,150,5,1,0
304,237,3,0,0
101,117,3,0,0
19,10,2,0,0
19,175,2,0,0
221,24,3,0,0
143,312,5,1,0
157,567,4,1,0
302,178,5,1,0
161,120,4,1,0
270,21,5,1,0
177,120,5,1,0
75,134,5,1,0
74,120,4,1,0
43,173,5,1,0
216,194,5,1,0
245,120,4,1,0
300,171,5,1,0
154,747,2,0,0
273,287,4,1,0
262,332,2,0,0
144,171,5,1,0
187,190,3,0,0
118,312,5,1,0
36,182,4,1,0
310,69,4,1,0
55,193,5,1,0
114,227,4,1,0
233,150,3,0,0
270,120,2,0,0
48,237,4,1,0
59,78,4,1,0
0,120,4,1,0
165,321,5,1,0
252,182,5,1,0
260,116,4,1,0
321,196,5,1,0
111,747,3,0,0
169,244,5,1,0
293,287,5,1,0
25,256,3,0,0
25,6,3,0,0
317,203,5,1,0
229,237,1,0,0
197,179,3,0,0
179,78,3,0,0
100,281,3,0,0
66,0,3,0,0
58,237,5,1,0
0,131,4,1,0
101,312,3,0,0
21,172,5,1,0
329,10,4,1,0
5,179,4,1,0
214,193,4,1,0
290,272,3,0,0
94,482,3,0,0
260,293,4,1,0
90,171,4,1,0
124,482,4,1,0
236,99,5,1,0
150,24,4,1,0
270,7,4,1,0
112,293,4,1,0
109,300,2,0,0
287,741,3,0,0
193,195,3,0,0
15,167,4,1,0
13,356,2,0,0
270,49,5,1,0
73,8,4,1,0
232,356,5,1,0
263,474,5,1,0
204,677,1,0,0
129,567,5,1,0
12,272,3,0,0
108,194,5,1,0
182,95,3,0,0
296,215,4,1,0
178,257,5,1,0
0,97,4,1,0
278,173,4,1,0
26,741,3,0,0
81,14,3,0,0
243,237,5,1,0
209,134,5,1,0
261,257,4,1,0
0,185,4,1,0
62,236,3,0,0
296,201,3,0,0
81,215,4,1,0
86,134,5,1,0
330,6,4,1,0
314,7,3,0,0
285,654,3,0,0
231,7,2,0,0
231,0,4,1,0
314,97,4,1,0
327,567,3,0,0
92,221,4,1,0
37,215,5,1,0
23,152,4,1,0
221,68,5,1,0
222,321,4,1,0
312,244,3,0,0
68,257,4,1,0
209,95,4,1,0
212,143,5,1,0
253,49,5,1,0
326,209,3,0,0
328,99,4,1,0
85,257,5,1,0
9,654,5,1,0
254,184,4,1,0
225,179,4,1,0
273,24,5,1,0
294,172,5,1,0
207,203,3,0,0
231,274,2,0,0
124,96,3,0,0
322,332,4,1,0
304,55,1,0,0
147,171,5,1,0
289,70,5,1,0
266,545,3,0,0
49,474,5,1,0
196,287,3,0,0
84,268,3,0,0
184,126,5,1,0
43,256,4,1,0
149,0,4,1,0
59,178,4,1,0
291,182,5,1,0
63,332,3,0,0
58,120,4,1,0
6,21,5,1,0
23,426,5,1,0
260,321,4,1,0
200,474,4,1,0
132,257,5,1,0
109,244,3,0,0
138,267,4,1,0
111,321,4,1,0
284,215,3,0,0
274,182,3,0,0
295,274,4,1,0
270,196,4,1,0
28,747,2,0,0
220,171,5,1,0
322,8,4,1,0
94,175,3,0,0
135,275,5,1,0
83,321,3,0,0
288,0,3,0,0
143,63,5,1,0
327,741,4,1,0
129,55,5,1,0
157,482,5,1,0
176,88,5,1,0
6,267,3,0,0
264,6,2,0,0
247,281,2,0,0
